id,type,title,bibcite_year,text_author,text_keyword,bibcite_secondary_title,bibcite_volume,bibcite_issue,bibcite_pages,bibcite_publisher,bibcite_isbn,bibcite_issn,bibcite_doi,bibcite_url,bibcite_citekey,status
21824,journal_article,"The use of narrative in geography teaching",1998,"M. McPartland",,"Curriculum Journal",9,3,341-356,,,0958-5176,,,,1
21825,journal_article,"Moral Dilemmas, Narrative and the Teaching of Geography",2001,"M. McPartland",,"International Research in Geographical and Environmental Education",10,2,114-126,,,1038-2046,,,,1
21826,journal_article,"Making Space: Scripted Spaces: A Conference on Entertainment Design, Narrative, Architecture, and Virtual Environments",1999,"T. McPherson",,Convergence,5,2,116-118,,,1354-8565,,,,1
21827,journal_article,"But Now I See: The White Southern Racial Conversion Narrative by Fred Hobson",2001,"T. McPherson",,"American Literature",73,3,660,,,0002-9831,,,,1
21828,journal_article,"Using Psychodynamic, Cognitive-Behavioral, and Solution-Focused Questioning to Co-Construct a New Narrative",1999,"S. McQuaide",,"Clinical Social Work Journal",27,"4 Seas Win",339-354,,,0091-1674,,,,1
21829,journal_article,"Using the Interpretive Narrative Research Method in Interdisciplinary Research Projects",2006,"L. McQueen, L. Zimmerman",,"Journal of Nursing Education",45,,475-478,,,,,,,1
21830,journal_article,"The Bulletin Storytelling Review, Volume 1. Del Negro, Janice M., & Stevenson, Deborah (Eds.). Champaign, IL: University of Illinois, Graduate School of Library and Information Science, 1999 - 99 pp. $14.95 (paperback). ISBN 0-87845-106-4",1999,"S. McQueen",,"Library and Information Science Research",21,4,557,,,0740-8188,,,,1
21831,journal_article,"Computers, Composition, Cognition and Culture: The Emergence of Narrative Frame in News Texts",1998,"P. McQuesten",,Convergence,4,1,46-69,,,1354-8565,,,,1
21832,journal_article,"Story-Based Learning: The Impact of Narrative on Learning Experiences and Outcomes",2008,"S. McQuiggan, J. Rowe, S. Lee, J. Lester",,"Lecture Notes in Computer Science",,,530-539,,,0302-9743,,,,1
21833,conference_proceedings,"Story-Based Learning: The Impact of Narrative on Learning Experiences and Outcomes",,"S. McQuiggan, J. Rowe, S. Lee, J. Lester",,,,,530-539,Berlin,"0302-9743 9783540691303",,,,,1
21834,journal_article,"What s the Story? Using the Narrative Approach in Beginning Language Classrooms: Response",1999,"J. McQuillan, L. Tse",,"Tesol Journal",8,2,5,,,1056-7941,,,,1
21835,journal_article,"Andrew Gibson, Towards a Postmodern Theory of Narrative",1997,"M. McQuillan",,"Textual Practice",11,3,586,,,0950-236X,,,,1
21836,journal_article,"Mark Currie, Postmodern Narrative Theory",1999,"M. McQuillan",,"Textual Practice",13,2,384,,,0950-236X,,,,1
21837,conference_proceedings,"Toward An Understanding of Prejudice: Contributions from Paul Ricoeur s Theory of Narrative",,"S. McReynolds",,,,,103-128,"University Press of America","0276-2064 0819195243 081919509X",,,,,1
21838,journal_article,"Structure or agency? Discourse or meta-narrative? Explaining the emergence of the financial management initiative",1998,"B. McSweeney, S. Duncan",,"Accounting Auditing and Accountability Journal",11,3,332-361,,,1368-0668,,,,1
21839,journal_article,"Narrative and the exploration of culture in teachers  discussions of literacy, identity, self, and other",2004,"M. McVee",,"Teaching and Teacher Education",20,8,881-899,,,,,,,1
21840,journal_article,"Revisiting the black Jesus: Re-emplotting a narrative through multiple retellings",2005,"M. McVee",,"Narrative Inquiry",15,1,161-195,,,1387-6740,,,,1
21841,journal_article,"Mary Shelley s Anti-Contagionism: The Last Man as ""Fatal Narrative""",2002,"A. McWhir",,Mosaic,35,2,23-38,,,0027-1276,,,,1
21842,conference_proceedings,"What s Awkward About The Awkward Age?",,"D. McWhirter",,,,,212-224,"Stanford Calif.","0804726493 0804726507",,,,,1
21843,journal_article,"The Pleasures and Dangers of Storytelling in Margaret Atwood s the Robber Bride",2007,"E. McWilliams",,"Notes on Contemporary Literature",37,,8-9,,,0029-4047,,,,1
21844,journal_article,"Jonathan Arac, The Emergence of American Literary Narrative, 1820-1860",2006,"J. McWilliams",,"Nineteenth Century Literature",61,,249-251,,,0891-9356,,,,1
21845,journal_article,"Vitz, Evelyn Birge, Nancy Freeman Regalado, and Marilyn Lawrence, eds, Performing Medieval Narrative",2008,"J. Mead",,Parergon,25,,266-268,,,0313-6221,,,,1
21846,journal_article,"Death and Home-work: The Origins of Narrative in The Fortunes of Richard Mahony",1995,"P. Mead",,"Australian Literary Studies",17,2,115-134,,,0004-9697,,,,1
21847,conference_proceedings,"Influential Words: Natural Language in Interactive Storytelling",,"S. Mead, M. Cavazza, F. Charles",,,,,741-745,"Mahwah N.J.",0805849319,,,,,1
21848,journal_article,"Reading Death Sentences: The Narrative Construction of Capital Punishment",1996,"C. Meade",,"New York University Law Review",71,3,732-761,,,0028-7881,,,,1
21849,journal_article,"Metaphor, Narrative, Interpretation, and Reader in Daniel 2-5",2000,"T. Meadowcroft",,Narrative,8,3,257-278,,,1063-3685,,,,1
21850,journal_article,"Aspects of Doukhobor Narrative",1995,"F. Mealing",,"Canadian Ethnic Studies",27,3,219-233,,,0008-3496,,,,1
21851,journal_article,"Narrative Argumentation: Arguing with Natives",2002,"A. Means",,Constellations,9,,221-245,,,1351-0487,,,,1
21852,journal_article,"The Interesting Narrative of a Duke-Trained Historian of Economics, from Prospectus to Ph.D. to Profession; or, How I Learned to Love Weintraub and Start Worrying",2002,"S. Meardon",,"History of Political Economy",34,,272-283,,,,,,,1
21853,journal_article,"Episodic Memory, Trauma, and the Narrative of Self",1995,"R. Meares",,"Contemporary Psychoanalysis",31,4,541-556,,,,,,,1
21854,journal_article,"Philip Cooke, Fenoglio s Binoculars, Johnny s Eyes: History, Language, and Narrative Technique in Fenoglio s  Il partigiano Johnny",2002,"J. Meddemmen",,"Modern Language Review",97,4,998-999,,,0026-7937,,,,1
21855,journal_article,"Tales of tricks and greed and big surprises: Laymen s views of the law in Dutch oral narrative",2008,"T. Meder",,Humor,21,,435-454,,,0933-1719,,,,1
21856,journal_article,"Imagining a Space in Between: Writing the Gap Between Jewish and Mexican Identities in Rosa Nissan s Narrative",2000,"M. Medina",,"Studies in the Literary Imagination",33,1,93-106,,,0039-3819,,,,1
21857,journal_article,"Nelson, Alice A. Political Bodies: Gender, History, and the Struggle for Narrative Power in Recent Chilean Literature",2004,"G. Medina-Sancho",,"Revista De Estudios Hispanicos",38,3,616-617,,,0034-818X,,,,1
21858,journal_article,"Beauty and the Breast: The Poetics of Physical Absence and Narrative Presence in Frances Burney s Mastectomy Letter (1811)",2008,"S. Mediratta",,Women,19,2,188-207,,,0957-4042,,,,1
21859,journal_article,"""Between Two Moons Balanced"": Menstruation and Narrative in The Sound and the Fury",2000,"D. Medoro",,Mosaic,33,4,91-114,,,0027-1276,,,,1
21860,journal_article,"John Hartsock, A History of American Literary Journalism: The Emergence of a Modern Narrative Form",2002,"D. Medoro",,"Canadian Review of Comparative Literature",29,,619-625,,,0319-051X,,,,1
21861,journal_article,"Globalization as Narrative and Its Three Critiques",2002,"L. Medovoi",,"Review of Education Pedagogy Cultural Studies",24,1/2,63-76,,,1071-4413,,,,1
21862,journal_article,"A narrative approach to adult age experiences",2004,"C. Medrano, A. Cortes, A. Aierbe",,"Anuario De Psicologia",35,3,371-398,,,0066-5126,,,,1
21863,journal_article,"Aggadah as Storytelling",2006,"K. Medwed",,"Conservative Judaism",58,,105-120,,,0010-6542,,,,1
21864,conference_proceedings,"Narrative Theories as Contextual Constraints for Agent Interaction",,"J. Meech",,,,,38-43,Aaai,1577351037,,,,,1
21865,conference_proceedings,"Decolonizing Spaces: Uses of African Storytelling in African-American Slave Narratives and Ngugi s Matigari",,"K. Meehan, Mustapha Abdul",,,,,247-258,"Trenton NJ","0865434441 086543445X",,,,,1
21866,journal_article,"Pioneering Dance Movement Therapy in Britain: Results of narrative research",2008,"B. Meekums",,"Arts in Psychotherapy",35,2,99-106,,,,,,,1
21867,journal_article,"A Little-Used Art of Teaching: The Case of Storytelling",2006,"D. Meel, D. Gyurko, M. Gaspar",,"Mathematics Teacher",100,,64-68,,,0025-5769,,,,1
21868,journal_article,"Graeme Turner, National Fictions: Literature, Film and the Construction of Australian Narrative",1999,"J. Meffan",,Aumla,,,120,,,0001-2793,,,,1
21869,conference_proceedings,"La variance generica del Libro del caballero Zifar: del regimiento de principes al libro de caballerias",,"J. Megias",,,,,228-251,London:,1904350313,,,,,1
21870,journal_article,"""Radio Imagination"": Octavia Butler on the Poetics of Narrative Embodiment: Interviews",2001,"M. Mehaffy, A. Keating",,Melus,26,1,45-76,,,0163-755X,,,,1
21871,journal_article,"Treatment of Patients with Posttraumatic Stress Disorder: A Constructive-Narrative Approach",1999,"D. Meichenbaum",,Verhaltenstherapie,9,4,186-189,,,1016-6262,,,,1
21872,journal_article,"Narrative in Psychotherapy Theory, Practice, and Research A Critical Review",2001,"A. Meier",,Theoforum,32,3,391-418,,,,,,,1
21873,journal_article,"A comparison of psychiatric symptom frequency under narrative and check list conditions",1970,"S. Meikle, R. Gerritse",,"Am J Psychiatry",127,3,379-82,,,"0002-953X (Print)",,http://ajp.psychiatryonline.org/cgi/content/abstract/127/3/379http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=5458607,,1
21874,conference_proceedings,"A Model of Narrative Discourse along Pronominal Lines",,"D. Meindl",,,,,11-30,Graat,0997-4970,,,,,1
21875,conference_proceedings,"(Un-)Reliable Narration from a Pronominal Perspective",,"D. Meindl",,,,,59-82,Berlin,"1612-8427 3110183145",,,,,1
21876,journal_article,"Narrative ethics in nursing for persons with intellectual disabilities",2005,"H. Meininger",,"Nursing Philosophy",6,2,106-118,,,,,,,1
21877,journal_article,"Life stories: A conceptual analysis of the role of narrative in professional practice",2000,"H. Meininger, W. van den Bergh",,"Journal of Intellectual Disability Research",44,,391-392,,,0964-2633,,"<Go to ISI>://WOS:000088697700782",,1
21878,conference_proceedings,"Implications of a World View by the Redaction Stage",,"O. Meir",,,,,485-494,"Frankfurt am Main","0930-2336 3631486987",,,,,1
21879,conference_proceedings,"Narratology as Discipline: A Case for Conceptual Fundamentalism",,"J. Meister",,,,,55-72,Berlin:,"1612-8427 3110178745",,,,,1
21880,conference_proceedings,"Narratology beyond Literary Criticism: Mediality - Disciplinarity",,"J. Meister, T. Kindt, W. Schernus",,,,,ix,Berlin,"1612-8427 3110183528",,,,,1
21881,conference_proceedings,"They Could Be Giants: Gregorio Cortez, Carmen Lomas Garza s Familias, and Spy Kids",,"J. Mejia",,,,,70-76,"Portsmouth NH:",086709575X,,,,,1
21882,conference_proceedings,"Arendt s Revision of Praxis: On Plurality and Narrative Experience",,"W. Melaney",,,,,465-480,Dordrecht,"1402036787 1402037066 1402037171",,,,,1
21883,journal_article,"Arendt s Revision of Praxis: On Plurality and Narrative Experience",2006,"W. Melaney",,"Analecta Husserliana",90,,465-480,,,0167-7276,,,,1
21884,conference_proceedings,"Storytelling: The Power of Listening",,"Melberg Schwier",,,,,1-6,"The University",,,,,,1
21885,journal_article,"""Why Ask My Name?"" Anonymity and Identity in Biblical Narrative. By Adele Reinhartz",2000,"S. Melcher",,"Hebrew Studies",41,,255,,,,,,,1
21886,journal_article,"Narrative Social Structure: Anatomy of the &#x1E24;ad&#x0012B;th Transmission Network, 610&#x02013;1505By Recep Senturk",2008,"C. Melchert",,"Journal of Islamic Studies",19,1,115-117,,,0955-2340,,,,1
21887,journal_article,"Children&#x2019;s experience of treatment for recurrent pain: A narrative-based study",2005,"M. Meldrum, M. Nutkiewicz, M. Katz, R. Guillen, I. Clemente, M. Jacob",,"Journal of Pain",6,Supp,S63,,,1526-5900,,,,1
21888,journal_article,"Competenze narrative in bambini in eta prescolare. Indagine clinica in bambini di cinque anni",2001,"M. Melegari, G. Polidori, S. Rapa",,"Psichiatria Dell Infanzia E Dell Adolescenza",68,1,87-98,,,0393-361X,,,,1
21889,journal_article,"Veiled, voluminous, and devalued: narrative stories about low-income women from Brazil, Egypt, and Colombia",1994,"A. Meleis, E. Arruda, S. Lane, P. Bernal",,"ANS Adv Nurs Sci",17,2,1-15,,,"0161-9268 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=7840543,,1
21890,journal_article,"Macedonio Fernandez s Narrative Pharmakon: The Shared Project of Adriana Buenos Aires and Museo de la Novela de la Eterna",2007,"A. Melgosa",,"Latin American Literary Review",35,,5-30,,,0047-4134,,,,1
21891,journal_article,"Digital Storytelling: Effective Learning Through the Internet",1999,"C. Mellon",,"Educational Technology",39,2,46-50,,,0013-1962,,,,1
21892,journal_article,"Scientists  rhetoric in the science wars",1999,"F. Mellor",,"Public Understanding of Science",8,1,51-56,,,0963-6625,,,,1
21893,journal_article,"Multiform and Life Cycle: An Armenian and a Scandinavian Narrative",2001,"S. Mellor",,"Scandinavian Studies",73,3,417-436,,,0036-5637,,,,1
21894,journal_article,"""The Simple Container of our Existence"": Narrative Ambiguity in Carol Shields s The Stone Diaries",1995,"W. Mellor",,"Studies in Canadian Literature",20,2,96-110,,,0380-6995,,,,1
21895,journal_article,"""The Night Witch Did It"": Villainy and Narrative in the Leo Frank Case",2000,"J. Melnick",,"American Literary History",12,1/2,113-129,,,0896-7148,,,,1
21896,journal_article,"Damages as Narrative",2004,"Daily Richardson",,"Journal of Dispute Resolution",,1,21-36,,,0748-0768,,,,1
21897,journal_article,"Variations in maternal narrative styles during book reading interactions",2005,"G. Melzi, M. Caspe",,"Narrative Inquiry",15,1,101-126,,,1387-6740,,,,1
21898,journal_article,"The Baroque Narrative of Carlos de Sigueenza y Gongora: A New World Paradise, by Kathleen Ross",1996,"M. Mena",,"Hispanic American Historical Review",76,4,792,,,0018-2168,,,,1
21899,conference_proceedings,"Problemes de ""cycle"" arthurien",,"P. Menard",,,,,191-194,North-Holland,0444857818,,,,,1
21900,journal_article,"The Legal Production of Identities: A Narrative Analysis of Conversations with Battered Undocumented Women",2004,"M. Mendelson",,"Berkeley Womens Law Journal",19,,138-216,,,,,,,1
21901,conference_proceedings,"""The Cannon Are Roaring"": Calderon de la Barca s Life in Mexico as Gendered History",,"Mendez Rodenas",,,,,50-68,"Iowa City",0877456240,,,,,1
21902,journal_article,"Using Narrative Reports to Support a Digital Library",2001,"E. Mendonca",,"Journal of Biomedical Informatics",35,,458-462,,,1532-0464,,,,1
21903,conference_proceedings,"Using Narrative Reports to Support a Digital Library",,"E. Mendonca",,,,,458-462,"Hanley and Belfus","1532-0464 1560535369",,,,,1
21904,journal_article,"Using narrative reports to support a digital library",2001,"E. Mendonca, J. Cimino, S. Johnson",,"Proc AMIA Symp",,,458-62,,,"1531-605X (Print)","D010001682 [pii]",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=11825230,,1
21905,journal_article,"Peres, Transculturation and Resistance in Lusophone African Narrative",2000,"F. Mendonca",,"International Journal of African Historical Studies",33,2,433,,,0361-7882,,,,1
21906,journal_article,"Pablo Vila, Crossing Borders, Reinforcing Borders: Social Categories, Metaphors and Narrative Identities on the US-Mexican Frontier",2001,"C. Mendoza",,"Journal of Ethnic and Migration Studies",27,2,368,,,1369-183X,,,,1
21907,conference_proceedings,"What of soul was left, I wonder?  The narrative self in political philosophy",,"S. Mendus",,,,,53-69,Routledge,"041512915X 0415129141",,,,,1
21908,journal_article,"Storytelling: discursive practices and gender violence",2007,"S. Meneghel, L. Iniguez",,"Cadernos De Saude Publica",23,,1815-1824,,,0102-311X,,,,1
21909,journal_article,"Narrative Reversals and the Thermodynamics of History in Martin Amis s Time s Arrow",1998,"R. Menke",,"Modern Fiction Studies",44,4,959-980,,,0026-7724,,,,1
